,Key,Name,Level,Series,URL,Date,Video,ImageURL,Description
859,2623,Is Home Cooking Safer?,Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=2623,2015-01-22,False,https://s3contents.chinesepod.com/2623/6bf5a96731556b749d0e40db06e64a169c533927/images/0e5321f49cfb176102993b9190ab2c54a058e8ac.jpg,"It's important to take care of your body, and in the midst of recent food scares, it can be hard to know what brands to trust. In this lesson, we talk about whether making stuff from scratch is better than eating out and how we should choose our ingredients a bit more carefully and watch what you eat."
860,2622,Who's Been Spending My Money?,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2622,2015-01-22,False,https://s3contents.chinesepod.com/2622/3f7005b80f6af4ad139cb18b3937fd15e89255fc/images/f529a59a79b4c0c0ad31e667857d449aeb2b4f9a.jpg,"In an increasingly cashless world, we rely more and more on the little plastic cards in your pocket. Do you know what to do if you're credit card suddenly has a charge you weren't expecting. Listen in as this person looks upon her credit card statement with a puzzled expression."
861,2616,"Long Leg, Short Leg",Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=2616,2015-01-21,False,https://s3contents.chinesepod.com/2616/3f2ab1e9f2ebad2d4589648d4f912da9bd124f22/images/5514c927e6c5a235f8ed505e145eb8747c64721c.jpg,Even a minor difference in your gait can have knock on consequences to the rest of your body. If you have ever had lower back pain you might think about visiting the podiatrist. With this lesson we're here to help you with this specialized vocabulary so that your visit to the foot specialist will be a breeze.
862,2620,House Hunting,Newbie,Newbie,https://chinesepod.com/lesson-redirect?v3id=2620,2015-01-19,False,https://s3contents.chinesepod.com/2620/0f250c46d037e9b1aff02747cc256d6db3860f25/images/a7e73b781e2caef60b4998667ef05789e23276cf.jpg,"When you first venture to a foreign country, the first thing you'll need to do is find somewhere to live. This lesson will arm you with all the vocabulary that you will need to haggle with your Chinese landlord, or at least the basics."
863,QW0383,The Important Difference Between 需 (xū) and 须 (xū),Intermediate,Qing Wen,https://chinesepod.com/lesson-redirect?v3id=QW0383,2015-01-16,True,https://s3contents.chinesepod.com/extra/QW0383/974b77b388ffcb9d9df12f9063420e221afcc223/images/ea95ca0dfc119cb211e6af70e909bd6aeef518e3.png,
864,2619,人生的意义,Advanced,Advanced,https://chinesepod.com/lesson-redirect?v3id=2619,2015-01-15,False,https://s3contents.chinesepod.com/2619/6bb25b4b2a73ab622c1300f1c61059ba5871b19e/images/0fff8aa6ae2aee6eeb1665fbcd047327bb4fd329.jpg,你思考过人生的意义吗？在我们面临人生的一些抉择时，往往会感到迷惘，这时候免不了要想想，自己这一生所追求的究竟是什么，财富、感情、地位、名声、健康，到底什么才是最重要的？这一课就让我们来看看，是什么引起了关于这个问题的讨论。
865,2617,Does It Suit Me?,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2617,2015-01-14,False,https://s3contents.chinesepod.com/2617/05a0e151fa7dbfb1997b849b819e18aeee440815/images/ab6cb8c8f9ea356a2334359f9e07e34e51941b75.jpg,"If you're shopping for clothes by yourself, it's always a good idea to get help from the shop assistant. Not only for a second opinion, but also to get a chance at getting a bargain.  Listen in as this customer gets advice on what kind of clothes suit her as well as the different qualities of each fabric."
866,2615,New Breadmaker!,Newbie,Newbie,https://chinesepod.com/lesson-redirect?v3id=2615,2015-01-13,False,https://s3contents.chinesepod.com/2615/0d4b753ea041ef8aec7917dab8bfb0524eda2919/images/50e615a44a2329edf8781c10930a467f9673ca35.jpg,"Invented in Japan in the 80's, these marvels of human ingenuity have become more and more popular in recent years, especially with the food scandals of late.  Listen in as a friend discusses her new purchase."
867,2611,The Cycling Holiday,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=2611,2015-01-12,False,https://s3contents.chinesepod.com/2611/6faf3fc6dd81dc2d0eb5412b9e42d9de1b1e10e7/images/ff059f9007e1402313dc0fd53f500d0418b73624.jpg,"You've been on a bike trip and come back nice and tanned.  Your friends are likely going to comment on your new looks as well as ask to see some of the pics. Listen in as two friends discuss the trip, and the nice people she met along the way."
868,2614,学而优则仕,Advanced,Advanced,https://chinesepod.com/lesson-redirect?v3id=2614,2015-01-09,False,https://s3contents.chinesepod.com/2614/bf3bd76b4f667b238d716dfd272c7e8758213348/images/2cc030b11b4d1ed9bbc50af644ccf3ec45beb969.jpg,古时候学问高的人地位就高，在现代社会，人们对读书人似乎不一定有那么大的信心与期望了。学历高，有知识的人就应该做领导人吗？我们借由 “学而优则仕” 这句成语来讨论自古至今华人对读书人，对商人的一些看法以及对“成功”这条路的一些期望。
869,2613,Pricey Parking,Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=2613,2015-01-08,False,https://s3contents.chinesepod.com/2613/fa82190263bbe1e7d696f34f4862ba5e811db464/images/91734d0a01c6f63243c99c3b9fe7bbef848106d1.jpg,"Living in a big city with a car can be both a blessing and a curse at times.  Yes you have the convenience of packing your car full of shopping, or taking your kids to school, but finding reasonably priced parking can be a nightmare."
870,2612,Don't You Know How To Drive!,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2612,2015-01-07,False,https://s3contents.chinesepod.com/2612/8efb87f87033629bdfc96e4004795ad941257fce/images/a4201f0d866899e286c079d002d4059d2f710563.jpg,"Some idiot has just driven into the back of you, so you better know the words to get you out of this tricky situation, otherwise, when the cops come, you'll have a tough time blaming the other person."
871,2610,Want To Lose Weight?,Newbie,Newbie,https://chinesepod.com/lesson-redirect?v3id=2610,2015-01-06,False,https://s3contents.chinesepod.com/2610/595e9de639a9057a03b981aa86eeaa41f883fdac/images/d6df73c4a631e53c5bf6f0774844442d0c7b6437.jpg,It's that time of the year when you step on the scales and realise you have piled on the pounds. But don't worry. You have a whole year to drop that extra tire.  Listen to this lesson and learn all about losing weight in Mandarin Chinese.
872,2609,Movie Time!,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2609,2015-01-02,False,https://s3contents.chinesepod.com/2609/29d372bbc722a74f4f1a6b7866b69a7148d2bf8a/images/8f762b5108349f2e944f802ba75e4ed079de8f81.jpg,"The daily grind getting you down? Take a break and go see a movie! China and Taiwan both have great directing talent, from both art house to movie blockbusters, but you need to decide on which film and to buy tickets first and this lesson will teach you the necessary vocabulary."
873,2608,Do I Need to Remove my Shoes,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=2608,2015-01-01,False,https://s3contents.chinesepod.com/2608/096f275f391e99dff81c4c6df10b6d59e4a69e06/images/027670f2b8bd257522a31a8dad27024a7bd6d758.jpg,"If you've ever been invited in to someones home you might have come across these weird shoe covers. In the West, is it quite normal to walk around the house with shoes on, but to do this in Asia would be very unusual.  Learn some great vocab to avoid making any embarrassing mistakes."
874,QW0381,"To Accumulate 积累 (jīlěi) , 积蓄 (jīxù) and 累积 (lěijī)",Intermediate,Qing Wen,https://chinesepod.com/lesson-redirect?v3id=QW0381,2015-01-01,False,https://s3contents.chinesepod.com/extra/QW0381/5d2844e56163b7fb1faa18b037b204db3b572987/images/087f5ed52febea69ae2cd7b1a1530f49b36ab65f.jpg,"In this lesson elenapetrova asks the difference between 积累jīlěi, 积蓄jīxù and 累积lěijī. Hopefully you'll 'accumulate' enough knowledge to use them appropriately in conversation."
875,2607,Cleaning the Air Conditioning,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2607,2014-12-31,False,https://s3contents.chinesepod.com/2607/7481422852815ed4c2657f619074ebf5565d82d3/images/50107441d61003e195c5dadfd1fdb2116e72ecf2.jpg,"If you live in a hot country during the height of summer, you know how important an aircon unit is to your life.  In this episode, we learn how to explain to a technician that your AC is broken (and smelly), and how best to clean it."
876,2606,A Letter for My Child,Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=2606,2014-12-30,False,https://s3contents.chinesepod.com/2606/fdef93ac075af0061f2af8d7b61990b510a59122/images/014c27dcbcd4796c0c910fe7b0f2041414160c6b.jpg,"Being a mother to any child holds rewards and challenges, in this lesson we hear about the joy a special child brings into his mother's life."
877,2605,Check Out That Woman,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=2605,2014-12-29,False,https://s3contents.chinesepod.com/2605/30e25056bf527acea35e412fcdcea8567d126159/images/ab84ee6426958a7de694f4d3b7e683c713de11b8.jpg,Two men are in a bar trying to drum up some Dutch courage and go strike up a conversation with the pretty woman across the bar. But wait. There is a man carrying a child walking over to her. Darn. She has a husband，糟糕。
878,2604,“停用死囚器官”的伦理与法治进步,Media,Media,https://chinesepod.com/lesson-redirect?v3id=2604,2014-12-26,False,https://s3contents.chinesepod.com/2604/43570827c9bc2124ff0a69914238e24f75dd045a/images/0111191e30c8920c0ce081fbfa206730f6df8cea.jpg,"关于是否该用死刑囚犯的器官这一问题，一直充满着争议。今天我们的媒体课围绕一篇关于“停用死囚器官”的报道，来谈一谈目前中国面临着的改变。

来源链接：“停用死囚器官”的伦理与法治进步"
879,2603,Cutting-edge Technology,Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=2603,2014-12-25,False,https://s3contents.chinesepod.com/2603/a07c5ef1c4307aab18f4a43860ddf8c79bcf3f1d/images/77d307b8e52775d80e71133ff2390501732d0c16.jpg,"We'll never know what the future holds, but it is always a hot topic for discussion. This lesson will provide you with great vocabulary to discuss technological developments."
880,2602,Learning to Play the Guitar!,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2602,2014-12-24,False,https://s3contents.chinesepod.com/2602/5759b02a6bc9acc379bb4386cbe5c66fcb57e83b/images/060b1de9dff26f8bec2f291e35a7d6da1e681113.jpg,Have you been dying to search for the TAB for Wang Leehom's latest hit but don't know how to search for it in Chinese. This lesson will provide you with some vocabulary to help you talk to your Chinese friends who share your passion for music.
881,2601,Christmas Plans,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=2601,2014-12-23,False,https://s3contents.chinesepod.com/2601/40e5d9cc9e9ff1f003f5611b25325e57d75ccbed/images/0dd10bdd185cf674054237624f9f8dcf95e566e4.jpg,"Jingle bells are in the air again, but one of our characters isn't feeling very merry. In this lesson we'll teach you some Christmas vocabulary, whether you love it or hate it."
882,QW0382,"Ways to say ""Otherwise"": 否則 (fǒuzé) 不然 (bùrán) 要不 (yào bù)",Intermediate,Qing Wen,https://chinesepod.com/lesson-redirect?v3id=QW0382,2014-12-23,True,https://s3contents.chinesepod.com/extra/QW0382/55ef1f926b9b6db529ad1a4dd6549699b3e62e56/images/dc260ebeb95c0911985aa8459647eb5cea99ee23.png,"Another great question from user Nathan who asks, what are the different uses to a seemingly easy word like 'otherwise'.  

Well, in today's Qing Wen we explore some of the nuances and give you some high-use example sentences to get your head around this one. 

If you would like to watch the video version of this, watch it on YouTube here:

http://youtu.be/YeZUbnLAcNo"
883,2600,Souvenirs of your Baby's Birth,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2600,2014-12-22,False,https://s3contents.chinesepod.com/2600/49e036be2caec87b6787ce2450a4ef3b36988111/images/68ab4e8b9ff523337c19d06e59202ebea566fbf9.jpg,"There's a thin line between sweet and creepy with baby souvenirs, explore the weird and wonderful (and highly profitable) industry surrounding baby making in China in this lesson."
884,2599,Christmas Present Trouble,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2599,2014-12-19,False,https://s3contents.chinesepod.com/2599/5de2e89ebc89264aa38cfd319a98275d161049b4/images/96e8d46499b512759892bfed99f31d7753e9b3ca.jpg,"Christmas is just around the corner and we have all got our festive sweaters on, but we in the office have an age out conundrum to solve. What to get your colleagues and family for Xmas.  In this dialogue, they have clearly run out of all good ideas."
885,2598,Tumble Dry or Air Dry,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=2598,2014-12-18,False,https://s3contents.chinesepod.com/2598/987d77eb705b89be227922a89cf86d7b2fdb714d/images/971123a240d7ee8e40388946443a3cad83d1d22f.jpg,The age old question of whether to tumble or not tumble dry your clothes. What do you do?  I guess it depends on where you live in the world but our suggestion here at ChinesePod would be to save the planet and let the sun do the work for you.
886,2597,Meditation,Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=2597,2014-12-17,False,https://s3contents.chinesepod.com/2597/30d615c67c35a234e168196c045ec3bd07079c31/images/f92a368da7aa18a66c073cc776ccbe5c4318d854.jpg,"Who at ChinesePod has tried guided mediation class? Well if you have ever been to one, you know that it can sometimes be difficult to achieve inner peace at the same time as translating what the teacher is saying.  In this lesson you will learn some great words to help you during your sessions, and put you firmly on the path towards enlightenment."
887,2596,Which way is faster?,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=2596,2014-12-16,False,https://s3contents.chinesepod.com/2596/d242deb66e36c5e011bf6b1df692d2f9e7587967/images/f43a97af6c999090ba483573384cdf0f8478092d.jpg,"You've lost track of time and you're now late for your flight. But wait, it's rush hour and you need to get to the airport ASAP.  This lesson will help you explain to the taxi driver that you're in a rush."
888,2595,How to use WeChat,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2595,2014-12-15,False,https://s3contents.chinesepod.com/2595/fdd3ddd2d80da29b0ccf4efb3b9e7e4ee49dfeb2/images/8b394c75ebb0acc469572ede4351586d0d58b67c.jpg,"Instant messaging services are huge these days, and in China, WeChat is the king of them all. It is a great way to make friends, practice your Chinese, and get an inkling of how people in China now communicate.  In this dialogue, we listen in on a not-too tech savvy person who has downloaded WeChat for the first time."
889,QW0380,"Towards: 向 (xiàng) , 朝 (cháo) , 往 (wǎng)",Intermediate,Qing Wen,https://chinesepod.com/lesson-redirect?v3id=QW0380,2014-12-13,False,https://s3contents.chinesepod.com/extra/QW0380/a3170ca5f260dbc87fbd79518219c82e7ada7963/images/2b60c839eb0eaa34ea3c6498b9c15cc576ee1505.jpg,"In this lesson shanghaichanges asks what the difference is between 向 and 往. These indicators can be tricky in Chinese, as sometimes they can be interchanged, but not always, so it's best to understand which to use in which context."
890,2594,Checking out the Forbidden City,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=2594,2014-12-12,False,https://s3contents.chinesepod.com/2594/77e5738e30b44b70705bc56c47ba50b7e915904f/images/46be4e454ee8ffe2dcd8fadbe77d65b39a70b323.jpg,"If you're staying in Beijing for any length of time you'll likely become quite familiar with the Palace Museum or the Forbidden City, as it is more commonly referred to in the West. This is a must see for any tourist, so any time a friend or family member visits you in Beijing you'll likely have to cart them here, the magnificent architecture is worth the crowds of people however."
891,2593,Simplified vs Traditional Characters,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2593,2014-12-11,False,https://s3contents.chinesepod.com/2593/589f8e257e370255e501540ef32ab5d4668c31d8/images/704557363ccc8453d9c152d3b8f504fbaca1c609.jpg,"When you're learning Chinese you'll likely come across both traditional and simplified form characters and both are handy to know, but did you know what the regulations are in China for the use of traditional characters, more popularly used in Taiwan? You'll have to check out this lesson to find out."
892,QW0379,Life! 生活 (shēnghuó)，生命 (shēngmìng)，人生 (rénshēng),Upper Intermediate,Qing Wen,https://chinesepod.com/lesson-redirect?v3id=QW0379,2014-12-11,True,https://s3contents.chinesepod.com/extra/QW0379/5ea9e6369d8ca3fde8bfdaad29c743e62e13b586/images/a180ad4a017eb13ffcc82f32fe3f7c03ae9322ea.jpg,"Brent has asked what the difference is between; 生活 shēnghuó, 生命shēngmìng, and 人生 rénshēng. They all basically mean Life, but there are some key differences that we explore.Let us know your thoughts on this format in the comments below."
893,2592,Evaluating Airlines,Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=2592,2014-12-10,False,https://s3contents.chinesepod.com/2592/d825a2203a30e8385f7ed39b548571a146f93fa1/images/5e461ee8e4b3ab1b7af728c01290e9b4820baf5d.jpg,Budget airlines have started to gain popularity in Asia in recent years which means that there are more and more differences in what kind of treatment you should expect while flying. This lesson will teach you some useful vocabulary you can use when talking to travel agents to ensure you don't find yourself strapped to the bottom of the wing for 14 hours without anything to eat.
894,2591,拖延症,Advanced,Advanced,https://chinesepod.com/lesson-redirect?v3id=2591,2014-12-09,False,https://s3contents.chinesepod.com/2591/6f4bef4b395f8d55e5414019af89bedc1ed46b2e/images/3ee22db56153c05b977e06f2a4e5122aaa2b931d.jpg,你做事情会拖拖拉拉吗？拖延症真的是一种病症吗？一起来听一下今天中文播客为大家带来的高级课程。听一下中国人是如何讨论“拖延”这个现象的。
895,2590,On a Movie Shoot,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2590,2014-12-08,False,https://s3contents.chinesepod.com/2590/8684b33dc1d8f942136c0d34c49805b5b380e150/images/410863a8eb9eb89a8ee33f0421627f3809a87242.jpg,This lesson teaches you some phrases that will be handy on a movie set for all you budding actors and models out there.
896,QW0378,Using 赶得上 (gǎndéshàng) or 来得及 (láidéjí),Intermediate,Qing Wen,https://chinesepod.com/lesson-redirect?v3id=QW0378,2014-12-06,False,https://s3contents.chinesepod.com/extra/QW0378/f13c9cd4401664e5c2ecb75c4bbed4f465f0a13a/images/0c26e29fe21283703473f91703f1d022745f3c57.jpg,"This Qing Wen was asked by our user Nicolas Smith who wants to know the difference between 赶得上 (gǎndéshàng) and 来得及 (láidéjí).  These can sometimes both be translated as ""to catch up"" or ""to make something in time"" and in this Qing Wen we will discuss some common usages of both to clarify how to use these phrases."
897,2589,Abbreviations and Contractions,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2589,2014-12-05,False,https://s3contents.chinesepod.com/2589/1b5daa3744c243337010064bb4c3e37c29cf96d5/images/e768995ca602eac4300844c7430662f14a3aae77.jpg,"When studying Chinese, you'll likely be blown away by the amount of abbreviations and contractions there are, particularly in newspapers, in which abbreviations make the sentences impossible to read without knowledge of the context. In this lesson you can get to grips with a few abbreviations, which will take away the panic when you come across something you don't understand."
898,2588,Signing for Someone Else's Package,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=2588,2014-12-04,False,https://s3contents.chinesepod.com/2588/356bcbb3764384fc8ec2f120e943d538c226aa87/images/35cae2925c7fb30d6843fc324517fd50ce6f5513.jpg,"This is a really useful lesson that will provide you with the vocabulary to be able to communicate with a courier when you need to sign for a package, whether for yourself or for someone else, after a shopping spree on Singles' Day or at the office."
899,2587,Dormitory Drama - Part 9,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2587,2014-12-03,False,https://s3contents.chinesepod.com/2587/245d26a9aede21768319dfed1ac34d1a0c9783a7/images/8fc9a5f8478756e35f130d9727144a5370e93322.jpg,School is coming to an end and it's all rather bittersweet.  Let's see what drama ensues in the continuation of this mini series.
900,2586,E-commerce and Healthcare,Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=2586,2014-12-02,False,https://s3contents.chinesepod.com/2586/852e5f58ed0bc225c59099930a926e6fb0c9b241/images/8908a8b6417844bc829f9d4da6559b01090fa2d6.jpg,"E-commerce is big business in China and reforms are allowing internet firms increasing access to sectors that were previously barred to them, like the healthcare and medical industry. In this lesson we hear from two men who are hoping to make money out this opportunity."
901,2585,Borrowing Money From a Friend,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=2585,2014-12-01,False,https://s3contents.chinesepod.com/2585/7343d9377e6e1541be73922fb4b2f76bf38d88d7/images/1edad5b27a6b835254ae95c6092718b18aa786c9.jpg,"You're in that awkward situation where you don't have any money and you have to ask a friend for help.  Fear not. Hopefully you have as good a friend as Daisy has, and they can lend you some cash.  But don't be one of those people that never returns the money..."
902,QW0377,To Express: 标志 (biāozhì) and 表示 (biǎoshì),Intermediate,Qing Wen,https://chinesepod.com/lesson-redirect?v3id=QW0377,2014-11-29,False,https://s3contents.chinesepod.com/extra/QW0377/66d0db26e938e9b317376a04eca313da27d80f36/images/002f351156eecafda8f2fc5476c876be709b05dd.jpg,A ChinesePod user called jmay asked about the difference between 标志 and 表示 and we've also included a few more terms including 指示 and 指定.
903,2584,扎克伯格清华中文演讲,Media,Media,https://chinesepod.com/lesson-redirect?v3id=2584,2014-11-28,False,https://s3contents.chinesepod.com/2584/1926b1ff42edc5b70eec6c56fe25586019222825/images/4592b8dd22b7bcd13a05c576c6c3f81770c5e767.jpg,"知名社交网站Facebook的创始人Mark Zuckerberg在上个月来到了中国，并在清华大学用中文做了一个演讲。尽管一些中国人已经开始用“小扎”来称呼他，但关于Facebook何时能在中国解禁仍是个未知数。或许小扎努力的说中文是这次我们更应该关注的地方。我们今天的材料是对于扎克伯格演讲的概括，一起来看一下。

来源链接：扎克伯格清华中文演讲 通过学中文感受中国魅力 
视频链接：点这里"
904,2583,Awkward Colleague,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2583,2014-11-27,False,https://s3contents.chinesepod.com/2583/4a1bf699e350662468f6eff319aeeb641efcb758/images/f089c404a83c690a77b89defeb67cc757913d096.jpg,"It's your first day at work and everyone in your department is really friendly.  But who is that strange guy sitting behind you and what's up with him?  Learn how to discuss your first day at work, and talk about an awkward colleague."
905,2582,Customs Consultancy,Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=2582,2014-11-26,False,https://s3contents.chinesepod.com/2582/b179cfdd1421bcb5b4e218e58ab2c5c20beb569e/images/643cbca10d9426dbb8958d023e45fb54d2bf6777.jpg,If you're interested in learning Chinese for business purposes this is the lesson for you. You'll learn how to ask about customs tax and the procedures you have to go through in getting your products into the Chinese market.
906,2581,Can you hear that?,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=2581,2014-11-25,False,https://s3contents.chinesepod.com/2581/c9711bbcc4db74cd0c36d876edf7fb82859a3a88/images/9e0f98a71f545fa22a00406bba2c73b9d3485e27.jpg,Sensory experience is always a good place to start when learning a new language. In this dialogue we look at hearing and how to ask some short questions about sounds and listening.
907,2580,Official Receipt at a Work Lunch,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2580,2014-11-24,False,https://s3contents.chinesepod.com/2580/479e3ddcf3b88cc623fa7af6ca5d41c0fc5b2a23/images/9b63248cd56160a0a3c87e08177b6a062f186f89.jpg,"This is a very common situation. You’ve just finished your meal and it’s time to pay the bill.  But since this is a work meal, why not bill it to the company account.  Listen in as they ask for an official receipt from the waiter."
908,QW0376,Outstanding: 出色 (chūsè) and 优秀 (yōuxiù),Intermediate,Qing Wen,https://chinesepod.com/lesson-redirect?v3id=QW0376,2014-11-22,False,https://s3contents.chinesepod.com/extra/QW0376/c6a06b315dd12a6f7c57502fa443d823c19200dc/images/3f1c2488646e504868dd44254ec772329577f7ae.jpg,"ChinesePod member fabrizioItaly has asked about the difference between 出色 and 优秀, both of which can mean excellent, outstanding or remarkable, but it wouldn't be ChinesePod if we didn't throw a few more into the pot. Although you'll often be understood whichever word you use, it's always good to be aware of the subtle differences in usage and connotation, so check it out and then tell us which one would be the most appropriate to translate Bill and Ted's catchphrase in the classic 80s film."
909,2579,Put your Phone Down!,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2579,2014-11-21,False,https://s3contents.chinesepod.com/2579/b651ab90024f15915ab2bd3fa70cc13b5291d021/images/af2905f6e5463c8ca8fd925ce8a7778267e49d66.jpg,"If you've ever been the only one in the pub or at a restaurant with your face not glued to your phone, you'll want to listen to this lesson to learn how to give them a hard time about it."
910,2578,Park your Bike,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=2578,2014-11-20,False,https://s3contents.chinesepod.com/2578/fc5da3e56c3d810b395aef79e30882311e2e2c5e/images/4168b9aedebf64d40878b778af5737218c9d288a.jpg,"So you might question the validity of Katie Melua's survey of bike ownership, but there's still a lot of bicycles in Beijing, which leads to parking problems. Listen to this lesson for some helpful tips on how not to get shouted at when you're parking your bike."
911,2577,What are your Holiday Plans?,Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=2577,2014-11-19,False,https://s3contents.chinesepod.com/2577/d60e17be0e68c95a883ebe073e3ec9dd8032b15e/images/931dac99c937c8b40bdd46bdd7551b59312f8f82.jpg,"In this lesson, we hear two girls planning a holiday to Australia and New Zealand. Planning a holiday with someone can be stressful, as the other person can get upset that you're hijacking your holiday and throwing your weight around too much or that you're not giving enough input and leaving all the planning to them. Being equipped with the right vocabulary however, can reduce the chance of this kind of misunderstanding."
912,2576,Fall is here!,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=2576,2014-11-18,False,https://s3contents.chinesepod.com/2576/22342fa1dc4c882f751cdc4e8b58ee5979dac81f/images/8d3846c37ef200b9118b84c3930a04ef3acf83a0.jpg,As Autumn approaches it's time to unpack some seasonal phrases along with your scarf and your heavy coat. In this lesson we learn how to say that Autumn has come and to talk about signs that the season is on the way.
913,2575,Dormitory Drama - Part 8,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2575,2014-11-17,False,https://s3contents.chinesepod.com/2575/f90bf515dd7dc68a8ea16021d99f0482f29a7a8d/images/d8a24d64bcbd1a98adde4ed25ddf2848084fd618.jpg,"Dormitory life can move fast, one day your bunk mate is annoying you by rattling their plastic bags all the time and the next they are gone. In this episode Zhou Li moves out and we find out that one of her room mates doesn't care enough to notice."
914,QW0375,Using 过程 (Guòchéng) and 流程 (liúchéng): Process,Intermediate,Qing Wen,https://chinesepod.com/lesson-redirect?v3id=QW0375,2014-11-15,False,https://s3contents.chinesepod.com/extra/QW0375/7ed05d5a6e3166a3bf389cb23f1b48d28f5c301c/images/6ea8a0ac2d81819c7327afaccef84663953e24a7.jpg,"In this episode we have a question from Jamsclark about the difference between the Chinese terms 过程 and 流程, which both roughly translate to ""process."" But we thought this was a little bit too easy, so we decided to throw in two other words,  进程 and 历程, which have similar meanings. Are you ready to start the process of differentiating them? Keep sending in your questions."
915,2574,A Salad By Any Other Name,Elementary,Elementary,https://chinesepod.com/lesson-redirect?v3id=2574,2014-11-14,False,https://s3contents.chinesepod.com/2574/1b3d27743c8eecfd92989d1d95d4be48ffbdf07d/images/5c2cbea0d9aeb68fa398da282554c2d06fa8cd46.jpg,"The Chinese tend to play fast and loose with salad laws. Expect sweet sauce on your vegetables and mayonnaise on your fruit. In this lesson, there's even a salad without any fruit and vegetables in it at all. Just remember to make sure someone teaches you how to stack your salad at the Pizza Hut one-plate salad buffet."
916,2573,Snorkeling,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2573,2014-11-13,False,https://s3contents.chinesepod.com/2573/d481800c6b4d61b1a8c4b0a59d31aee96526f592/images/f87975bcb0a17ca145587f4298174edb9cfece6b.jpg,Planning any holidays? This lesson will teach you some crucial vocabulary if you want to go snorkeling in China.
917,2572,China's Sex Museum,Upper Intermediate,Upper Intermediate,https://chinesepod.com/lesson-redirect?v3id=2572,2014-11-12,False,https://s3contents.chinesepod.com/2572/049db5d7eb8a9d14d9fd1a71aa8752cc420cff48/images/92e58821ce8aaaa224161b1ee5e4ed7fc6368f2b.jpg,"Let's talk about sex, baby! In this lesson we take a visit to the sex museum and discuss how attitudes to sex in China have changed."
918,2570,DIY With Electronics,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2570,2014-11-10,False,https://s3contents.chinesepod.com/2570/3479d703b0ad59c6da417002190cd5b291899def/images/6cfa1271035662906d99d4cc7bf18761b85f0b7b.jpg,"In the age of disposable electronics, we often prefer to buy something new than attempt to get our hands dirty with a tool box to repair something old or we send it off to the magical elves at repair shops, but in this lesson we explore at bit of old fashioned DIY."
919,2569,Subscribing to VOGUE,Intermediate,Intermediate,https://chinesepod.com/lesson-redirect?v3id=2569,2014-11-07,False,https://s3contents.chinesepod.com/2569/f28ee5942a25be54b318232e99a8298846f8d5f9/images/03aff0d84cc14ca070c6728ff249d9f441046719.jpg,What could be more relaxing than kicking back with your favourite magazine and  a cup of coffee or tea? Reading the latest in your field of interest and getting fresh ideas from the writers are well worth the price of that magazine subscription. Listen in to what kind of magazine subscription is needed in this lesson and how they plan to order it.
